incident_id,title,description,signatures,source,source_url,annotation_confidence,annotated_by,date_annotated
195,Predictive Policing Program by Florida Sheriff’s Office Allegedly Violated Residents’ Rights and Targeted Children of Vulnerable Groups,"Predictive Policing Program by Florida Sheriff’s Office Allegedly Violated Residents’ Rights and Targeted Children of Vulnerable Groups The Intelligence-Led Policing model rolled out by the Pasco County Sheriff’s Office was allegedly developed based on flawed science and biased data that also contained sensitive information and irrelevant attributes about students, which critics said to be discriminatory.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
175,Cruise Autonomous Taxi Allegedly Bolted off from Police After Being Pulled over in San Francisco,"Cruise Autonomous Taxi Allegedly Bolted off from Police After Being Pulled over in San Francisco An autonomous Chevy Bolt operated by Cruise was pulled over in San Francisco, and as the police attempted to engage with the car, it reportedly bolted off, pulled over again, and put on its hazards lights on at a point farther down the road.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
180,Algorithm Used by the Malaysian Judiciary Reportedly Recommended Unusually High Sentencing to a Drug Possession Case,"Algorithm Used by the Malaysian Judiciary Reportedly Recommended Unusually High Sentencing to a Drug Possession Case The AI system used by the Malaysian judiciary which explicitly considered age, employment, and socio-economic data provided sentencing to a drug possession case that was alleged by lawyer to be disproportionately high for the crime committed.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
186,"Algorithm Assessing Risk Faced by Victims of Gender Violence Misclassified Low-Risk Cases, Allegedly Leading to Homicide of Women and Children in Spain","Algorithm Assessing Risk Faced by Victims of Gender Violence Misclassified Low-Risk Cases, Allegedly Leading to Homicide of Women and Children in Spain  In Spain, the algorithm that assesses recidivism risk in gender violence, VioGén, have critically underestimated the level of risk in a series of cases that ended in homicide of women and children since its first deployment.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
172,NarxCare’s Risk Score Model Allegedly Lacked Validation and Trained on Data with High Risk of Bias,"NarxCare’s Risk Score Model Allegedly Lacked Validation and Trained on Data with High Risk of Bias NarxCare's algorithm assessing a patient’s overdose risk allegedly did not undergo peer-reviewed validation studies, and considered sensitive data with high risk of biases towards women and Black patients such as experience of sexual abuse and criminality.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
181,"BMW Sedan Made a Prohibited Left Turn, Colliding with a Cruise Autonomous Vehicle","BMW Sedan Made a Prohibited Left Turn, Colliding with a Cruise Autonomous Vehicle A BMW Sedan reportedly made an illegal left turn, causing a minor collision but no injuries with a Cruise autonomous vehicle (AV) operating in autonomous mode.",S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
192,Three Make-Up Artists Lost Jobs Following Black-Box Automated Decision by HireVue,Three Make-Up Artists Lost Jobs Following Black-Box Automated Decision by HireVue Three make-up artists lost their positions following an algorithmically-assessed video interview by HireVue who reportedly failed to provide adequate explanation of the findings.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
212,XPeng Motors Fined For Illegal Collection of Consumers’ Faces Using Facial Recognition Cameras,XPeng Motors Fined For Illegal Collection of Consumers’ Faces Using Facial Recognition Cameras The Chinese electric vehicle (EV) firm XPeng Motors was fined by local market regulators for illegally collecting in-store customers’ facial images without their consent for six months.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
193,"Excessive Automated Monitoring Alerts Ignored by Staff, Resulting in Private Data Theft of Seventy Million Target Customers","Excessive Automated Monitoring Alerts Ignored by Staff, Resulting in Private Data Theft of Seventy Million Target Customers Alerts about a Target data breach were ignored by Minneapolis Target’s staff reportedly due to them being included with many other potential false alerts, and due to some of the company’s network infiltration alerting systems being off to reduce such false alerts, causing private data theft for millions of customers.  ",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
207,Hawaii Police Deployed Robot Dog to Patrol a Homeless Encampment,Hawaii Police Deployed Robot Dog to Patrol a Homeless Encampment Honolulu Police Department spent federal pandemic relief funds on a robot dog to take body temperatures and patrol a homeless quarantine encampment which local civil rights advocates criticized as dehumanizing.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
211,A Tesla Taxi Cab Involved in an Accident in Paris with Twenty Injuries,"A Tesla Taxi Cab Involved in an Accident in Paris with Twenty Injuries In Paris, about 20 people were injured in an accident involving a Tesla Model 3 taxi cab which was reportedly caused by a sudden unintended acceleration (SUA) episode and braking issues.",S3,AIID,,0.4,keyword_classifier_v1,2026-06-20
199,Ever AI Reportedly Deceived Customers about FRT Use in App,"Ever AI Reportedly Deceived Customers about FRT Use in App Ever AI, now Paravision AI, allegedly failed to inform customers about the development and use of facial recognition that facilitates the sale of customers’ data to various businesses, a business model that critics said was an egregious violation of privacy.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
235,"Chinese Insurer Ping An Employed Facial Recognition to Determine Customers’ Untrustworthiness, Which Critics Alleged to Likely Make Errors and Discriminate","Chinese Insurer Ping An Employed Facial Recognition to Determine Customers’ Untrustworthiness, Which Critics Alleged to Likely Make Errors and Discriminate Customers’ untrustworthiness and unprofitability were reportedly determined by Ping An, a large insurance company in China, via facial-recognition measurements of micro-expressions and body-mass indices (BMI), which critics argue was likely to make mistakes, discriminate against certain ethnic groups, and undermine its own industry.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
224,WeChat Pay's Facial Recognition Security Evaded by Scammers Using Victims’ Social Media Content,"WeChat Pay's Facial Recognition Security Evaded by Scammers Using Victims’ Social Media Content In China, fraudsters bypassed facial-recognition security for online financial transactions on WeChat Pay by crafting identity-verification GIFs of victims from their selfies on WeChat Moments, a social media platform.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
244,"Colorado Police’s Automated License Plate Reader (ALPR) Matched a Family’s Minivan’s Plate to That of a Stolen Vehicle Allegedly, Resulting in Detainment at Gunpoint","Colorado Police’s Automated License Plate Reader (ALPR) Matched a Family’s Minivan’s Plate to That of a Stolen Vehicle Allegedly, Resulting in Detainment at Gunpoint An automated plate reader reportedly matched a license plate information, but of a family’s minivan and an alleged motorcycle in Montana that was reportedly stolen earlier in the year, resulting in them and their children being held at gunpoint and detained in handcuffs by multiple Aurora police officers.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
246,"Misreading of an Automated License Plate Reader (ALPR) Unverified by Police, Resulting in Traffic Stop in Missouri","Misreading of an Automated License Plate Reader (ALPR) Unverified by Police, Resulting in Traffic Stop in Missouri An automated license plate reader (ALPR) camera misread a 7 as a 2 and incorrectly alerted the local police about a stolen Oldsmobile car, which was allegedly not able to be verified by an officer before a traffic stop was effected on a BMW in Kansas City suburb.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
245,Unverified Misreading by Automated Plate Reader Led to Traffic Stop and Restraint of an Innocent Person at Gunpoint in California,"Unverified Misreading by Automated Plate Reader Led to Traffic Stop and Restraint of an Innocent Person at Gunpoint in California In San Francisco, an automated license plate reader (ALPR) camera misread a number as belonging to a stolen vehicle having the wrong make, but its photo was not visually confirmed by the police due to poor quality and allegedly despite multiple chances prior to making a traffic stop, causing an innocent person to be pulled over at gunpoint and restrained in handcuffed",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
248,"Automated License Plate Camera Notified Police about a Previously Stolen Rental Car that was Returned, Causing an Innocent Person to be Detained at Gunpoint in California","Automated License Plate Camera Notified Police about a Previously Stolen Rental Car that was Returned, Causing an Innocent Person to be Detained at Gunpoint in California In Oakland, a previously stolen rental car that was returned but allegedly not updated in the police database was pinged by an automated license plate reader (ALPR) camera, leading to police’s wrongful detainment of an innocent person reportedly using excessive force and improper conduct.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
259,"YouTuber Built, Made Publicly Available, and Released Model Trained on Toxic 4chan Posts as Prank","YouTuber Built, Made Publicly Available, and Released Model Trained on Toxic 4chan Posts as Prank A YouTuber built GPT-4chan, a model based on OpenAI’s GPT-J and trained on posts containing racism, misogyny, and antisemitism collected from 4chan’s “politically incorrect” board, which he made publicly available, and deployed as multiple bots posting thousands of messages on the same 4chan board as a prank.",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
253,"Cruise's Self-Driving Cars Allegedly Lost Connection to Their Server, Causing Traffic Blockages in San Francisco","Cruise's Self-Driving Cars Allegedly Lost Connection to Their Server, Causing Traffic Blockages in San Francisco Cruise’s autonomous vehicles were shown on video stopping in the middle of the road and causing blockages in San Francisco, as they were disabled allegedly due to lost connection to their company’s server.",S5,AIID,,0.8,keyword_classifier_v1,2026-06-20
249,Government Deployed Extreme Surveillance Technologies to Monitor and Target Muslim Minorities in Xinjiang,Government Deployed Extreme Surveillance Technologies to Monitor and Target Muslim Minorities in Xinjiang A suite of AI-powered digital surveillance systems involving facial recognition and analysis of biometric data were deployed by the Chinese government in Xinjiang to monitor and discriminate local Uyghur and other Turkic Muslims.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
274,Virginia Courts’ Algorithmic Recidivism Risk Assessment Failed to Lower Incarceration Rates,"Virginia Courts’ Algorithmic Recidivism Risk Assessment Failed to Lower Incarceration Rates Virginia courts’ use of algorithmic predictions of future offending risks were found by researchers failing to reduce incarceration rates, showed racial and age disparities in risk scores and its application, and neither exacerbated or ameliorated historical racial differences in sentencing.",S7,AIID,,1.0,keyword_classifier_v1,2026-06-20
257,Police Reportedly Deployed ShotSpotter Sensors Disproportionately in Neighborhoods of Color,"Police Reportedly Deployed ShotSpotter Sensors Disproportionately in Neighborhoods of Color Police departments disproportionately placed ShotSpotter sensors in black and brown neighborhoods, which is denounced by communities for allegedly creating dangerous situations, such as one involving in Adam Toledo's death.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
323,Tesla on Autopilot Crashed into Parked Police Car in California,"Tesla on Autopilot Crashed into Parked Police Car in California A Tesla sedan on Autopilot mode collided with a parked Laguna Beach Police Department car, resulting in minor injuries for its driver in Laguna Beach, California.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
293,Cruise’s Self-Driving Car Involved in a Multiple-Injury Collision at an San Francisco Intersection,"Cruise’s Self-Driving Car Involved in a Multiple-Injury Collision at an San Francisco Intersection A Cruise autonomous vehicle was involved in a crash at an intersection in San Francisco when making a left turn in front of a Toyota Prius traveling in an opposite direction, which caused occupants in both cars to sustain injuries.",S5,AIID,,0.8,keyword_classifier_v1,2026-06-20
347,"Waymo Self-Driving Taxi Behaved Unexpectedly, Driving away from Support Crew","Waymo Self-Driving Taxi Behaved Unexpectedly, Driving away from Support Crew A Waymo self-driving taxi car was shown on video stranded on a road in Arizona while carrying a passenger, suddenly drove away from the company's roadside assistance worker, and ended up being stuck farther down the road.",S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
350,Delivery Robot Rolled Through Crime Scene,Delivery Robot Rolled Through Crime Scene A Serve Robotics delivery robot was shown on video rolling through a crime scene blocked off by police tape.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
291,Tesla Allegedly Misled Customers about Autopilot and FSD Capabilities,"Tesla Allegedly Misled Customers about Autopilot and FSD Capabilities California’s Department of Motor Vehicles (DMV) accused Tesla of false advertising in its promotion of Autopilot and Full Self-Driving (FSD) technologies, alleging the company to have made untrue or misleading claims with marketing language about the capabilities of its products.",S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
294,Tesla Autopilot Allegedly Malfunctioned in a Non-Fatal Collision in Greece,"Tesla Autopilot Allegedly Malfunctioned in a Non-Fatal Collision in Greece Autopilot was alleged by its Tesla Model 3 driver to have unexpectedly malfunctioned, veering right without warning and crashing into a road divider near Thessaloniki, Greece, which resulted in damages to its wheel and door but no injury to the driver.",S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
295,Wrongful Attempted Arrest for Apple Store Thefts Due to NYPD’s Facial Misidentification,"Wrongful Attempted Arrest for Apple Store Thefts Due to NYPD’s Facial Misidentification New York Police Department (NYPD)’s facial recognition system falsely connected a Black teenager to a series of thefts at Apple stores, which resulted in his wrongful attempted arrest.",S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
332,Google Image Showed Racially Biased Results for “Professional” Hairstyles,"Google Image Showed Racially Biased Results for “Professional” Hairstyles Google Image search reportedly showed disparate results along racial lines, featuring almost exclusively white women for “professional hairstyles” and black women for “unprofessional hairstyles” prompts.",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
334,Uber Deployed Secret Program To Deny Local Authorities Rides,"Uber Deployed Secret Program To Deny Local Authorities Rides Uber developed a secret program ""Greyball"" which prevented known law enforcement officers in areas where its service violated regulations from receiving rides.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
297,"EasyMile Self-Driving Shuttle Unexpectedly Stopped Mid-Route, Injuring a Passenger","EasyMile Self-Driving Shuttle Unexpectedly Stopped Mid-Route, Injuring a Passenger A self-driving shuttle deployed by Smart Columbus in Linden neighborhood unexpectedly stopped on the street, which caused a woman to fall onto the floor from her seat.",S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
276,"Local South Korean Government’s Use of CCTV Footage Analysis via Facial Recognition to Track COVID Cases Raised Concerns about Privacy, Retention, and Potential Misuse","Local South Korean Government’s Use of CCTV Footage Analysis via Facial Recognition to Track COVID Cases Raised Concerns about Privacy, Retention, and Potential Misuse Bucheon government’s use of facial recognition in analyzing CCTV footage, despite gaining wide public support, was scrutinized by privacy advocates and some lawmakers for collecting data without consent, and retaining and misusing data beyond pandemic needs.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
333,Tesla on Autopilot Crashed Parked Michigan Police Car on Interstate,"Tesla on Autopilot Crashed Parked Michigan Police Car on Interstate A Tesla Model Y on Autopilot collided with a parked Michigan State Police (MSP) car which had its emergency lights on, in Eaton County, Michigan, although no one was injured.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
304,Tesla on FSD Reportedly Drove into the Wrong Lane in California,"Tesla on FSD Reportedly Drove into the Wrong Lane in California A Tesla Model Y in Full Self-Driving (FSD) mode drove into the wrong lane after making a left turn despite its driver allegedly attempting to overtake its driving, resulting in a non-fatal collision with another vehicle in the wrong lane in Brea, California.",S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
331,Bug in Instagram’s “Related Hashtags” Algorithm Allegedly Caused Disproportionate Treatment of Political Hashtags,"Bug in Instagram’s “Related Hashtags” Algorithm Allegedly Caused Disproportionate Treatment of Political Hashtags A bug was reported by Instagram’s spokesperson to have prevented an algorithm from populating related hashtags for thousands of hashtags, resulting in an allege preferential treatment for some politically partisan hashtags.",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
286,"TikTok’s ""For You"" Allegedly Pushed Fatal “Blackout” Challenge Videos to Two Young Girls","TikTok’s ""For You"" Allegedly Pushed Fatal “Blackout” Challenge Videos to Two Young Girls TikTok’s recommendation algorithm was alleged in a lawsuit to have intentionally and repeatedly pushed videos of the “blackout” challenge onto children’s feeds, incentivizing their participation which ultimately resulted in the death of two young girls.",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
307,iPhone Face ID Failed to Recognize Users’ Morning Faces,iPhone Face ID Failed to Recognize Users’ Morning Faces The Face ID feature on iPhone allowing users to unlock their phones via facial recognition was reported by users for not recognizing their faces in the morning.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
309,Facial Recognition Trial Performed Poorly at Notting Hill Carnival,Facial Recognition Trial Performed Poorly at Notting Hill Carnival The facial recognition trial by London’s Metropolitan Police Service at the Notting Hill Carnival reportedly performed poorly with a high rate of false positives.,S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
344,Hiring Algorithms Provided Invalid Positive Results for Interview Responses in German,"Hiring Algorithms Provided Invalid Positive Results for Interview Responses in German Two AI interview softwares provided positive but invalid results such as ""competent"" English proficiency and high match percentage for interview responses given in German by reporters.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
348,YouTube Recommendation Reportedly Pushed Election Fraud Content to Skeptics Disproportionately,YouTube Recommendation Reportedly Pushed Election Fraud Content to Skeptics Disproportionately YouTube's recommendation algorithm allegedly pushed 2020's US Presidential Election fraud content to users most skeptical of the election's legitimacy disproportionately compared to least skeptical users.,S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
303,Google’s Automated Child Abuse Detection Wrongfully Flagged a Parent’s Naked Photo of His Child,"Google’s Automated Child Abuse Detection Wrongfully Flagged a Parent’s Naked Photo of His Child Google’s automated detection of abusive images of children incorrectly flagged a parent’s photo intended for a healthcare provider, resulting in a false police report of child abuse, and loss of access to his online accounts and information.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
310,High False Positive Rate by SWP's Facial Recognition Use at Champion's League Final,High False Positive Rate by SWP's Facial Recognition Use at Champion's League Final South Wales Police (SWP)’s automated facial recognition (AFR) at the Champion's League Final football game in Cardiff wrongly identified innocent people as potential matches at an extremely high false positive rate of more than 90%.,S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
315,Facial Recognition Service Abused to Target Russian Porn Actresses,Facial Recognition Service Abused to Target Russian Porn Actresses The facial recognition software FindFace allowing its users to match photos to people’s social media pages on Vkontakte was reportedly abused to de-anonymize and harass Russian women who appeared in pornography and alleged sex workers.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
298,Student-Developed Facial Recognition App Raised Ethical Concerns,"Student-Developed Facial Recognition App Raised Ethical Concerns TheFaceTag app, a social networking app developed and deployed within-campus by a student at Harvard raised concerns surrounding its facial recognition, cybersecurity, privacy, and misuse. This incident has been downgraded to an issue as it does not meet current ingestion criteria.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
316,Facebook Ad-Approval Algorithm Allegedly Missed Fraudulent Ads via Simple URL Checks,"Facebook Ad-Approval Algorithm Allegedly Missed Fraudulent Ads via Simple URL Checks Facebook’s advertisement-approval algorithm was reported by a security analyst to have neglected simple checks for domain URLs, leaving its users at risk of fraudulent ads.",S6,AIID,,0.4,keyword_classifier_v1,2026-06-20
288,New Jersey Police Wrongful Arrested Innocent Black Man via FRT,"New Jersey Police Wrongful Arrested Innocent Black Man via FRT Woodbridge Police Department falsely arrested an innocent Black man following a misidentification by their facial recognition software, who was jailed for more than a week and paid thousands of dollar for his defense.","S7,S8",AIID,,0.7,keyword_classifier_v1,2026-06-20
322,Tesla Model 3 Crashed into Police Patrol Car on Connecticut Highway,"Tesla Model 3 Crashed into Police Patrol Car on Connecticut Highway A Tesla Model 3 on Autopilot slammed into a parked car of patrol police officers who stopped to assist a stranded motorist on the interstate in Norwalk, Connecticut.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
368,"Facial Recognition Smart Phone App ""Blue Wolf"" Monitored Palestinians in West Bank","Facial Recognition Smart Phone App ""Blue Wolf"" Monitored Palestinians in West Bank A controversial surveillance program involving facial recognition and algorithmic recommendation, Blue Wolf, was deployed by the Israeli military to monitor Palestinians in the West Bank.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
391,Facial Recognition Trial by UK Southern Co-op Alleged as Unlawful,"Facial Recognition Trial by UK Southern Co-op Alleged as Unlawful Southern Co-op's use of facial recognition reportedly to curb violent crime in UK supermarkets was alleged by civil society and privacy groups as ""unlawful"" and ""complete"" invasion of privacy.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
371,Uganda Deployed Huawei's Facial Recognition to Monitor Political Opposition and Protests,"Uganda Deployed Huawei's Facial Recognition to Monitor Political Opposition and Protests Huawei's AI systems involving facial recognition were reportedly deployed by the Ugandan government to monitor political opposition actors and anti-regime sentiments, which raised fears of surveillance and suppression of individual freedoms.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
358,Calgary Malls Deployed Facial Recognition without Customer Consent,"Calgary Malls Deployed Facial Recognition without Customer Consent Facial recognition (FRT) was reportedly deployed in some Calgary-area malls to approximate customer age and gender without explicit consent, which a privacy expert warned was a cause for concern.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
373,Michigan's Unemployment Benefits Algorithm MiDAS Issued False Fraud Claims to Thousands of People,"Michigan's Unemployment Benefits Algorithm MiDAS Issued False Fraud Claims to Thousands of People State's use of Michigan Integrated Data Automated System (MiDAS) to adjudicate unemployment benefits claims falsely issued fraud determinations based on un-investigated assumptions, resulting in tens of thousands of false fraud cases over years.",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
354,Uber Allegedly Violated GDPR by Failing to Provide Sufficient Notice on Automated Profiling for Drivers,"Uber Allegedly Violated GDPR by Failing to Provide Sufficient Notice on Automated Profiling for Drivers Uber was alleged in a lawsuit to have provided incomplete notice about automated decision-making and profiling for drivers such as information about their driving behavior, and use of phone.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
385,Canadian Police's Release of Suspect's AI-Generated Facial Photo Reportedly Reinforced Racial Profiling,"Canadian Police's Release of Suspect's AI-Generated Facial Photo Reportedly Reinforced Racial Profiling The Edmonton Police Service (EPS) in Canada released a facial image of a Black male suspect generated by an algorithm using DNA phenotyping, which was denounced by the local community as racial profiling.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
388,Facial Recognition Pilot in Bahia Reportedly Targeted Black and Poor People,Facial Recognition Pilot in Bahia Reportedly Targeted Black and Poor People Facial recognition deployed in a pilot project by the local government of Bahia despite having minimal hit rate reportedly targeted Black and poor people disproportionately.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
387,Oracle's Algorithmic Data Processing System Alleged as Unlawful and Violating Privacy Rights,Oracle's Algorithmic Data Processing System Alleged as Unlawful and Violating Privacy Rights Oracle's automated system involving algorithmic data processing was alleged in a lawsuit to have been unlawfully collecting personal data from millions of people and violating their privacy rights.,S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
359,"Facebook, Instagram, and Twitter Cited Errors in Automated Systems as Cause for Blocking pro-Palestinian Content on Israeli-Palestinian Conflict","Facebook, Instagram, and Twitter Cited Errors in Automated Systems as Cause for Blocking pro-Palestinian Content on Israeli-Palestinian Conflict Facebook, Instagram, and Twitter wrongly blocked or restricted millions of pro-Palestinian posts and accounts related to the Israeli-Palestinian conflict, citing errors in their automated content moderation system.",S8,AIID,,0.4,keyword_classifier_v1,2026-06-20
375,Thai Wallet App's Facial Recognition Errors Created Registration Issues for Government Programs,"Thai Wallet App's Facial Recognition Errors Created Registration Issues for Government Programs A Thai wallet app failed to recognize people’s faces, resulting in citizens and disproportionately elders unable to sign up for Thai government’s cash handout and co-pay programs or having to wait in long queues at local ATMs for authentication.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
389,Cruise Autonomous Car Blocked Fire Truck Responding to Emergency,Cruise Autonomous Car Blocked Fire Truck Responding to Emergency A fire truck in San Francisco responding to a fire was blocked from passing a doubled-parked garbage truck by a self-driving Cruise car on the opposing lane which stayed put and did not reverse to clear the lane.,S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
409,Facial Recognition Researchers Used YouTube Videos of Transgender People without Consent,Facial Recognition Researchers Used YouTube Videos of Transgender People without Consent YouTube videos of transgender people used by researchers to study facial recognition during gender transitions were used and distributed without permission.,"S3,S7",AIID,,0.4,keyword_classifier_v1,2026-06-20
405,Schufa Credit Scoring in Germany Reported for Unreliable and Imbalanced Scores,"Schufa Credit Scoring in Germany Reported for Unreliable and Imbalanced Scores Creditworthiness Schufa scores in Germany reportedly privileged older and female consumers, and people who changed addresses less frequently, and were unreliable depending on scoring version.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
412,Finland Police's Facial Recognition Trial to Identify Sexual Abuse Victims Deemed Illegal,Finland Police's Facial Recognition Trial to Identify Sexual Abuse Victims Deemed Illegal Finland's National Police Board was reprimanded for illegal processing of special categories of personal data in a facial recognition trial to identify potential victims of child sexual abuse.,S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
413,Thousands of Incorrect ChatGPT-Produced Answers Posted on Stack Overflow,"Thousands of Incorrect ChatGPT-Produced Answers Posted on Stack Overflow Thousands of incorrect answers produced by OpenAI's ChatGPT were submitted to Stack Overflow, which swamped the site's volunteer-based quality curation process and harmed users looking for correct answers.","S1,S8",AIID,,0.4,keyword_classifier_v1,2026-06-20
418,Uber Locked Indian Drivers out of Accounts Allegedly Due to Facial Recognition Fails,Uber Locked Indian Drivers out of Accounts Allegedly Due to Facial Recognition Fails Uber drivers in India reported being locked out of their accounts allegedly due to Real-Time ID Check's facial recognition failing to recognize appearance changes or faces in low lighting conditions.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
421,Stable Diffusion Allegedly Used Artists' Works without Permission for AI Training,Stable Diffusion Allegedly Used Artists' Works without Permission for AI Training Text-to-image model Stable Diffusion was reportedly using artists' original works without permission for its AI training.,S3,AIID,,0.4,keyword_classifier_v1,2026-06-20
423,"Lensa AI's Produced Unintended Sexually Explicit or Suggestive ""Magic Avatars"" for Women","Lensa AI's Produced Unintended Sexually Explicit or Suggestive ""Magic Avatars"" for Women Lensa AI's ""Magic Avatars"" were reportedly generating sexually explicit and sexualized features disproportionately for women and Asian women despite not submitting any sexual content.",S3,AIID,,0.4,keyword_classifier_v1,2026-06-20
427,Cruise Taxis' Sudden Braking Allegedly Put People at Risk,"Cruise Taxis' Sudden Braking Allegedly Put People at Risk Cruise's autonomous taxis slowed suddenly, braked, and were hit from behind, allegedly becoming unexpected roadway obstacles and potentially putting passengers and other people at risk.",S6,AIID,,0.4,keyword_classifier_v1,2026-06-20
429,Unreliable ShotSpotter Audio Convicted Black Rochester Man of Shooting Police,"Unreliable ShotSpotter Audio Convicted Black Rochester Man of Shooting Police ShotSpotter's ""unreliable"" audio was used as scientific evidence to accuse and convict a Black man of attempting to shoot Rochester's city police, whose conviction was later reversed by a county judge.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
430,Lawyers Denied Entry to Performance Venue by Facial Recognition,Lawyers Denied Entry to Performance Venue by Facial Recognition Lawyers were barred from entry to Madison Square Garden after a facial recognition system matched them as employed by a law firm currently engaged in litigation with the venue.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
431,Robbers Accessed Drugged Gay Men's Bank Accounts Using Their Phones' Facial Recognition,Robbers Accessed Drugged Gay Men's Bank Accounts Using Their Phones' Facial Recognition Gay men in New York City were drugged by robbers who accessed their phones using facial recognition while they were unconscious to transfer funds out of their bank accounts.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
433,Chicago Police's Strategic Subject List Reportedly Biased Along Racial Lines,"Chicago Police's Strategic Subject List Reportedly Biased Along Racial Lines Chicago Police Department (CPD)'s Strategic Subject List as output of an algorithm purportedly to identify victims or perpetrators of violence was reportedly ineffective, easily abused, and biased against low-income communities of color.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
434,Sudden Braking by Tesla Allegedly on Self-Driving Mode Caused Multi-Car Pileup in Tunnel,Sudden Braking by Tesla Allegedly on Self-Driving Mode Caused Multi-Car Pileup in Tunnel A Tesla driver alleged Full Self Driving (FSD) braking unexpectedly as the cause for an eight-car pileup in San Francisco which led to minor injuries of nine people.,S5,AIID,,0.4,keyword_classifier_v1,2026-06-20
436,Tesla Driver Put Car on Autopilot Before Falling Asleep in Germany,"Tesla Driver Put Car on Autopilot Before Falling Asleep in Germany A Tesla driver fell asleep on an Autobahn near Bamberg, Germany after activating his vehicle's Autopilot mode, which did not respond to attempts to pull it over by the police.",S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
438,Chinese Province Developed System Tracking Journalists and International Students,Chinese Province Developed System Tracking Journalists and International Students Henan's provincial government reportedly planned system involving facial recognition cameras connected to regional and national databases specifically to track foreign journalists and international students.,S7,AIID,,0.4,keyword_classifier_v1,2026-06-20
439,Detroit Police Wrongfully Arrested Black Man Due To Faulty Facial Recognition,Detroit Police Wrongfully Arrested Black Man Due To Faulty Facial Recognition A Black man was wrongfully detained by the Detroit Police Department as a result of a false facial recognition (FRT) result.,S7,AIID,,0.8,keyword_classifier_v1,2026-06-20
